playerName,teamLong,team,league,G,GS,W,L,S,BS,HLD,CG,SHO,IP,H,R,ER,HR,BB,K,mlbamID,playerid,G_SP,G_RP,defaultPos
El'Hajj Muhammad,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550244,0,0,
Freddy Peralta,Brewers,MIL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737343,0,0,
Raymar Navarro,Braves,ATL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa914202,0,0,
Nolan Sanburn,White Sox,CHW,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549956,0,0,
Christian Meza,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa549689,0,0,
Rudy Gonzalez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa202758,0,0,
Justin Livengood,Padres,SDP,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737890,0,0,
Sam Lewis,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa701852,0,0,
Juan Grijalva,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa728943,0,0,
Spencer Adams,White Sox,CHW,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa828687,0,0,
Edgar Torres,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa871316,0,0,
Ryan Crowley,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa503156,0,0,
Cesar Carrillo,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa543875,0,0,
Leonardo Gonzalez,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa508261,0,0,
Manuel Baez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa509129,0,0,
Julio Eusebio,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829929,0,0,
Juan Pena,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa208507,0,0,
Ronnie Muck,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829507,0,0,
Bubby Rossman,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829484,0,0,
Andrew Granier,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599479,0,0,
Alex Balog,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737622,0,0,
Jose Amezcua,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa548382,0,0,
Sean Hagan,White Sox,CHW,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa621635,0,0,
Clayton Cook,Rangers,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa454928,0,0,
Randy Rosario,Twins,MIN,AL,6,6,2,3,0,0,0,0,0,37,42,0,22,5,17,23,600968,sa597117,0,0,
Pete Kelich,Padres,SDP,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738910,0,0,
Felipe Paulino,White Sox,CHW,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,462956,3777,0,0,SP|RP
Domingo Acevedo,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa739716,0,0,
Triston Mckenzie,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa874760,0,0,
Matt Kent,Red Sox,BOS,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875610,0,0,
Marco Duarte,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa393279,0,0,
Thomas Pannone,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658922,0,0,
Erick Leal,Cubs,CHC,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa657825,0,0,
Ernesto Frieri,Yankees,NYY,AL,40,0,2,2,0,0,0,0,0,40,40,0,23,8,18,37,457117,5178,0,0,RP
Kelvin Rivas,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875249,0,0,
Josh Richardson,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738421,0,0,
Sasha Kuebel,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa709603,0,0,
Alejandro Barraza,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503482,0,0,
Cody Poteet,Marlins,FLA,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658640,0,0,
Dailyn Martinez,Cardinals,STL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658075,0,0,
Daniel Baca,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa202850,0,0,
Kris Hall,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658114,0,0,
Francisco Haro,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa868960,0,0,
Oswaldo Pacheco,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa652415,0,0,
Dylan Covey,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa548176,0,0,
Parker French,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829473,0,0,
Jose Cobos,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa508500,0,0,
Matt Bower,Astros,HOU,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875356,0,0,
Santiago Gutierrez,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa295625,0,0,
Richard Castillo,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa454225,0,0,
Julio Vivas,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa596284,0,0,
Spenser Watkins,Tigers,DET,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829520,0,0,
Chase Mullins,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa877875,0,0,
Shaun Garceau,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa294454,0,0,
Anthony Misiewicz,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa874099,0,0,
Ignacio Montano,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa200106,0,0,
Jhonatan Ramos,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa504204,0,0,
Sam Alvis,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738221,0,0,
Brody Greer,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa747416,0,0,
Eric Karch,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa827415,0,0,
Cody Clark,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa830371,0,0,
Adrian Guzman,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa655012,0,0,
Steven Messner,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa825117,0,0,
Mike Franco,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829140,0,0,
Jesus Garcia,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa656847,0,0,
Jake Paulson,Reds,CIN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829444,0,0,
Luis De La O,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa508761,0,0,
Rodolfo Aguilar,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa542044,0,0,
Ivan Zavala,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa508208,0,0,
Chris Lee,Orioles,BAL,AL,35,0,2,2,0,0,0,0,0,35,39,0,20,5,15,21,595296,sa550044,0,0,RP
Yosshel Hurtado,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829111,0,0,
Marcus Crescentini,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875843,0,0,
Ryan Eades,Twins,MIN,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549448,0,0,
Jacob Pettit,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa550144,0,0,
Fernando Miranda,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa736828,0,0,
Michael Theofanopoulos,Twins,MIN,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa709017,0,0,
Will Roberts,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa577696,0,0,
Francisco Cambuston,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa596858,0,0,
Kyle Westwood,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa503548,0,0,
Marcel Prado,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa455649,0,0,
Luis Hernandez,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550529,0,0,
Sarkis Ohanian,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827459,0,0,
Alfredo Garcia,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa194674,0,0,
Jose Paulino,Cubs,CHC,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657308,0,0,
Yeiper Castillo,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa455793,0,0,
Thomas Melgarejo,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa328570,0,0,
James Allen,Reds,CIN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599561,0,0,
Alex Hermeling,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa602673,0,0,
Sasagi Sanchez,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa824742,0,0,
Imani Abdullah,Dodgers,LAD,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875588,0,0,
Sean Brady,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737808,0,0,
Andrew Lee,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa856275,0,0,
John Means,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa602859,0,0,
Jesse Darrah,Diamondbacks,ARI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa598102,0,0,
Alexis Lara,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa393401,0,0,
Tyler Skulina,Cubs,CHC,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550279,0,0,
Demetrio Gutierrez,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa509262,0,0,
Brian Loconsole,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738549,0,0,
Jacob Brentz,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737925,0,0,
Christopher Jensen,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa579619,0,0,
Kyle Kubat,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa827380,0,0,
Matt Solter,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa917121,0,0,
Logan Webb,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa828873,0,0,
Grayson Long,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659274,0,0,
Sean Reid-Foley,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828690,0,0,
Matt Campbell,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829183,0,0,
Jair Jurrjens,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,457453,5556,0,0,SP
Alejandro Felix,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa877309,0,0,
Mike Adams,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737839,0,0,
Brett Gerritse,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa501679,0,0,
William Headean,Padres,SDP,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875618,0,0,
Javier Solano,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa455650,0,0,
Greyfer Eregua,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659746,0,0,
Cody Dickson,Pirates,PIT,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737782,0,0,
Diego Castillo,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa822882,0,0,
Tyler Gilbert,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875068,0,0,
Oswaldo Martinez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa393077,0,0,
Josh Staumont,Royals,KCR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa857581,0,0,
Victor Alcantara,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,622505,sa657093,0,0,SP
Brady Bowen,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa880382,0,0,
Logan Sendelbach,Pirates,PIT,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875272,0,0,
Tyler Bray,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829423,0,0,
Ryan Castellani,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa828689,0,0,
Ryan Kellogg,Cubs,CHC,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658192,0,0,
Thyago Vieira,Mariners,SEA,AL,10,0,0,1,0,0,0,0,0,10,10,0,6,1,6,7,,sa596366,0,0,
Juan Rodriguez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa652485,0,0,
Ernesto Montas,Padres,SDP,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737253,0,0,
James Dykstra,White Sox,CHW,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa503397,0,0,
Mark Reyes,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa602813,0,0,
Jacob Kopra,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa830304,0,0,
Jason Garcia,Orioles,BAL,AL,15,0,1,1,0,0,0,0,0,15,17,0,9,2,7,10,592329,12143,0,0,RP
Marco Carrillo,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa328993,0,0,
Zebulon Sneed,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658165,0,0,
Mark Blackmar,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549945,0,0,
Nicholas Pasquale,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658514,0,0,
Thomas Dorminy,Padres,SDP,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829160,0,0,
Elniery Garcia,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa684104,0,0,
Pablo Menchaca,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa329108,0,0,
Luke Harrison,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876214,0,0,
Alejandro Armenta,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa185722,0,0,
Michael Velasquez,Rays,TBD,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa834330,0,0,
Grant Borne,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875234,0,0,
Bobby Doran,White Sox,CHW,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa503077,0,0,
Cale Coshow,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738313,0,0,
Mick Van Vossen,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa603117,0,0,
Anderson Espinoza,Padres,SDP,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa872856,0,0,
Brandon Martinez,Dodgers,LAD,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa501514,0,0,
Carlos Teller,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa455989,0,0,
Ryan Bores,Rangers,TEX,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599305,0,0,
Javier Martinez,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa200959,0,0,
Jordan Delorenzo,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827452,0,0,
Joel Seddon,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599194,0,0,
Jeffrey Springs,Rangers,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876019,0,0,
Parker Frazier,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa390238,0,0,
Randall Fant,Astros,HOU,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa502092,0,0,
Luis Daniel,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa509419,0,0,
Misael Valenzuela,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa509644,0,0,
Anthony Ranaudo,White Sox,CHW,AL,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,519168,11424,5,2,SP|RP
Yair Lozoya,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa656388,0,0,
Jordan Guerrero,White Sox,CHW,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658262,0,0,
Logan Allen,Padres,SDP,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875192,0,0,
Brett Ash,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa832338,0,0,
Heath Slatton,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875770,0,0,
Yefrey Ramirez,Yankees,NYY,AL,2,2,0,1,0,0,0,0,0,9,10,0,6,2,4,6,,sa597051,0,0,
Luis Lugo,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa597249,0,0,
Jeremy Rhoades,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa827471,0,0,
Jeremy Gabryszwski,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa597791,0,0,
Anthony Bucciferro,White Sox,CHW,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa621362,0,0,
Luke Eubank,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829342,0,0,
Jacob Bodner,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875866,0,0,
Matthew Derosier,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738347,0,0,
Luis De Paula,Dodgers,LAD,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659700,0,0,
Brett Lilek,Marlins,FLA,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659053,0,0,
Mikey O'Brien,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa455055,0,0,
Arturo Barradas,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa328589,0,0,
Craig Brooks,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875197,0,0,
Brennan Smith,Tigers,DET,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549585,0,0,
Adam Ladwig,Tigers,DET,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa602810,0,0,
Josh Wirsu,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829530,0,0,
Geno Encina,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875765,0,0,
Jorge Rivera,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa824922,0,0,
Jesus Barraza,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa504962,0,0,
Tommy Thorpe,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829121,0,0,
Bubby Derby,Brewers,MIL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875183,0,0,
Juan Alvarez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa200944,0,0,
A.J. Vanegas,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa548360,0,0,
Emmanuel Ramirez,Padres,SDP,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa736752,0,0,
Nick Green,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829166,0,0,
Michael Nix,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa291773,0,0,
Joshua James,Astros,HOU,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829673,0,0,
Yankory Pimentel,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,622524,sa659446,0,0,
Keith Couch,Red Sox,BOS,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549175,0,0,
Manuarys Correa,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa456106,0,0,
Roniel Raudes,Red Sox,BOS,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa872825,0,0,
David Richardson,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549266,0,0,
Ryan Kemp,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599169,0,0,
Victor Delgado,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa735870,0,0,
Ivan Salas,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa509785,0,0,
Ernesto Vizcarra,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa509707,0,0,
Jose Meraz,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa509483,0,0,
Ethan Miller,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa738312,0,0,
Todd Eaton,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829711,0,0,
Clint Terry,Brewers,MIL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659044,0,0,
Francisco Gil,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa393318,0,0,
Luis Mesa,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa506964,0,0,
Miguel Rubio,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa205861,0,0,
Mike Hepple,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829930,0,0,
Nathanael Santiago,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa869604,0,0,
Nolan Becker,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658169,0,0,
Ryan Burr,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658938,0,0,
Travis Lakins,Red Sox,BOS,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa873678,0,0,
Irving Jimenez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa510242,0,0,
Tyler Kane,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738905,0,0,
Terance Marin,White Sox,CHW,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa556821,0,0,
Scott Harris,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829431,0,0,
Eddy Valdez,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa202544,0,0,
Humberto Mejia,Marlins,FLA,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa873725,0,0,
Will Mathis,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738357,0,0,
Gustavo Gomez,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa506951,0,0,
David Holmberg,Reds,CIN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,571787,7725,0,0,SP|RP
Chad Pierce,Brewers,MIL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599563,0,0,
James Kaprielian,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658943,0,0,
Yunior Montero,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa596974,0,0,
Jorge Pantoja,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876046,0,0,
Tanner Scott,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829027,0,0,
Julio Montoya,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa728945,0,0,
