playerName,teamLong,team,league,G,GS,W,L,S,BS,HLD,CG,SHO,IP,H,R,ER,HR,BB,K,mlbamID,playerid,G_SP,G_RP,defaultPos
Kyle Helisek,Cardinals,STL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa621585,0,0,
Joaquin Lara,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa871171,0,0,
Jon Keck,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503418,0,0,
Jose Santos,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa872869,0,0,
Andrew Istler,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827457,0,0,
Jose Rodriguez,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa736814,0,0,
Branden Kline,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa501558,0,0,
Barry Zito,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,217096,944,0,0,SP
Vanny Valenzuela,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa509795,0,0,
Matt Hall,Tigers,DET,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa857601,0,0,
Alexander Keudell,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa602540,0,0,
Alex Gunn,Diamondbacks,ARI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa922402,0,0,
Genison Reyes,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599580,0,0,
Raul Carrillo,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa795710,0,0,
Kuehl Mceachern,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829752,0,0,
Victor Gonzalez,Dodgers,LAD,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa739644,0,0,
David Burkhalter,Brewers,MIL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829016,0,0,
Alan Guerrero,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa508084,0,0,
Claudio Marquez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa824920,0,0,
Ray Hanson,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa550318,0,0,
Jorge Rodriguez,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657712,0,0,
Isaac Jimenez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa744295,0,0,
Pedro Avila,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa872768,0,0,
Timothy Ingram,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876062,0,0,
Sergio Zamudio,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa730096,0,0,
Brandon Barker,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829237,0,0,
Zach Quintana,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657970,0,0,
Zach Jemiola,Rockies,COL,NL,2,2,0,1,0,0,0,0,0,9,11,0,6,2,4,5,,sa658131,0,0,
Rene Coss,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa509041,0,0,
Jake Stinnett,Cubs,CHC,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738473,0,0,
Edioglis Villasmil,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa504847,0,0,
Harol Gonzalez,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa828505,0,0,
James Campbell,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658193,0,0,
Zach Loraine,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738707,0,0,
Dace Kime,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa548429,0,0,
Marcus Jensen,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa502703,0,0,
Christian Montgomery,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa598177,0,0,
Jose Hernandez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa651300,0,0,
Luis Heredia,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599061,0,0,
Shane Dawson,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658332,0,0,
Drew Cisco,Reds,CIN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa548333,0,0,
Alexis Tapia,Rays,TBD,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737330,0,0,
Elieser Hernandez,Astros,HOU,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658203,0,0,
Mark Pope,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa455411,0,0,
Anderson Gerdel,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa546459,0,0,
Jacob Petersen,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829640,0,0,
Karch Kowalczyk,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829792,0,0,
Ty Buttrey,Red Sox,BOS,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657997,0,0,
Andres Garcia,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa653707,0,0,
Corey Kimber,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658609,0,0,
Luis Dejesus,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa598171,0,0,
Brandon Lee,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa739846,0,0,
Robert Orlan,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503562,0,0,
Jorge Mungary,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa824771,0,0,
David Schmidt,Astros,HOU,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa602878,0,0,
Ronald Pena,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658287,0,0,
David Hill,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658377,0,0,
Logan Verrett,Orioles,BAL,AL,35,5,1,2,0,0,0,0,0,27,31,0,17,5,11,17,548337,12905,12,23,RP
Jesse Estrada,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa273164,0,0,
Victor Concepcion,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827971,0,0,
Daniel Missaki,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa741947,0,0,
Michael Mccarthy,Red Sox,BOS,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa598776,0,0,
Ethan Elias,Diamondbacks,ARI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599224,0,0,
Rohn Pierce,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829304,0,0,
Robin Leyer,White Sox,CHW,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657613,0,0,
Blake Mcknight,Cardinals,STL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738934,0,0,
Oscar Hurtado,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa210450,0,0,
John Sheehan,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa832999,0,0,
Conor Fisk,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549950,0,0,
Marcos Diplan,Brewers,MIL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828590,0,0,
Wilson Santos,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657788,0,0,
Pablo Ortega,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa203945,0,0,
Dennis Torres,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658652,0,0,
Alejandro Arteaga,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa602272,0,0,
David Napoli,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737917,0,0,
Brian Baker,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa295129,0,0,
Ben Eckels,Diamondbacks,ARI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658176,0,0,
Elvin Liriano,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa597228,0,0,
Adrian Garza,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa509404,0,0,
Alberto Tirado,Phillies,PHI,NL,25,0,1,1,0,0,0,0,0,25,23,0,14,3,22,24,,sa659315,0,0,
David Whitehead,Pirates,PIT,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa549998,0,0,
Luis Pena,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa837845,0,0,
Joseph Maher,Yankees,NYY,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa602541,0,0,
Cecilio Garibaldi,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa203908,0,0,
Tyler Mark,Diamondbacks,ARI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875058,0,0,
Tyler Vail,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738555,0,0,
Jason Richman,Rangers,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa857658,0,0,
Nathan Dorris,Cubs,CHC,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503606,0,0,
Ranfi Casimiro,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa603017,0,0,
Luis Gonzalez,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550522,0,0,
Mike Murray,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa857583,0,0,
Francisco Rios,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa736833,0,0,
Richie Tate,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa549135,0,0,
Marco Reyes,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa732736,0,0,
Keegan Long,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875972,0,0,
Blake Rogers,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876290,0,0,
Luis Pino,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa683316,0,0,
Fernando Villalobos,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa509285,0,0,
Brandon Fry,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738196,0,0,
David Villegas,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa652680,0,0,
Joey Strain,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa856185,0,0,
Jose Nin,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828548,0,0,
Sutter Mcloughlin,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875323,0,0,
Ryan Hafner,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa549265,0,0,
Randy Leblanc,Twins,MIN,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549258,0,0,
Michael Sullivan,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829643,0,0,
Thomas Szapucki,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875054,0,0,
Eli Echarry,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa505021,0,0,
Michael Dennhardt,Reds,CIN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599496,0,0,
Andrew Walter,Astros,HOU,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa502718,0,0,
David Trexler,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829196,0,0,
Henry Garcia,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa733543,0,0,
Francisco Moreno,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa824739,0,0,
Oscar Verdugo,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa504951,0,0,
Raul Jacobson,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa887976,0,0,
Yoel Mecias,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659408,0,0,
Harold Arauz,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa657710,0,0,
Brock Dykxhoorn,Astros,HOU,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658513,0,0,
Sergio Valenzuela,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa254802,0,0,
Seon Gi Kim,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549629,0,0,
Julio Muniz,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa868928,0,0,
Scarlyn Reyes,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa739684,0,0,
Tyler Barnette,White Sox,CHW,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa548463,0,0,
Ramon Del Orbe,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa506863,0,0,
Zachary Lovvorn,Royals,KCR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658011,0,0,
Cody Davis,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa605405,0,0,
Kyle Mckenzie,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa502698,0,0,
Corey Ray,Royals,KCR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829315,0,0,
Conor Harber,Brewers,MIL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738945,0,0,
Nathan Foriest,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876204,0,0,
Matt Custred,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876065,0,0,
Ronan Pacheco,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503627,0,0,
Erick Casillas,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa914150,0,0,
Lucas Long,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa827466,0,0,
Eduardo Encinosa,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa502171,0,0,
Cupertino Leon,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa211096,0,0,
Jose Diaz,Marlins,FLA,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657137,0,0,
Jeb Stefan,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658549,0,0,
Tyler Davis,Rangers,TEX,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875355,0,0,
Hector Sanchez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa543432,0,0,
Blake Bivens,Rays,TBD,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828880,0,0,
Griffin Glaude,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876811,0,0,
Jesus Carrillo,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa745946,0,0,
Ryley Maceachern,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738713,0,0,
Luis Rodriguez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa508210,0,0,
Jaime Lugo,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657149,0,0,
Sam Wolff,Rangers,TEX,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa503437,0,0,
Rogelio Martinez,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa651344,0,0,
Tyler Badamo,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829504,0,0,
Sam Wilson,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa549475,0,0,
Jamie Callahan,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657965,0,0,
Robert Coles,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738402,0,0,
Edgar Garcia,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa830494,0,0,
Jon Prosinski,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737899,0,0,
Leurys De La Rosa,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657136,0,0,
Michael Freeman,Astros,HOU,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875187,0,0,
Danny Gutierrez,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa326150,0,0,
Nick Monroe,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875292,0,0,
Daniel Guerrero,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa325916,0,0,
Jordan Hillyer,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658507,0,0,
Marco Ramirez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa651343,0,0,
Ryan Borucki,Blue Jays,TOR,AL,2,2,0,1,0,0,0,0,0,9,10,0,6,1,4,5,,sa658266,0,0,
Justin Anderson,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829323,0,0,
Blake Hauser,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa502161,0,0,
Shane Watson,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657857,0,0,
Kyle Haynes,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658506,0,0,
Emmanuel Torres,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa728948,0,0,
Dan Tobik,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa709533,0,0,
Luis Parra,Rangers,TEX,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa506040,0,0,
Brandon Huez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa824921,0,0,
Jonah Wesely,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737935,0,0,
Joshua Bowman,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa548477,0,0,
Daniel Child,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550331,0,0,
Francisco Carrillo,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659553,0,0,
Garrett Cleavinger,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827423,0,0,
Spencer Herrmann,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829717,0,0,
David Gutierrez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa874819,0,0,
Lino Martinez,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550339,0,0,
Tyler Peitzmeier,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875221,0,0,
Jared Cheek,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875288,0,0,
Pat Peterson,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827384,0,0,
Jackson Lowery,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa878607,0,0,
Marcus Brakeman,Red Sox,BOS,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa857669,0,0,
Justin Mccalvin,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827382,0,0,
Johnny Magliozzi,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599745,0,0,
Juan Martinez,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657740,0,0,
Trevor Foss,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738304,0,0,
Scott Williams,Rangers,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829019,0,0,
Ryan Ullmann,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738461,0,0,
Emerson Martinez,Rangers,TEX,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa747285,0,0,
David Ramos,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa692508,0,0,
Matt Alvarez,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa752901,0,0,
Matt Walker,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876264,0,0,
Fernando Perez-Abreu,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa508708,0,0,
Victor Payano,Rangers,TEX,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa548111,0,0,
Brady Lail,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658405,0,0,
Buddy Borden,Rays,TBD,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737851,0,0,
Felix Carvallo,Rangers,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657664,0,0,
Jaime Barria,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa737379,0,0,
Pedro Vasquez,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa872824,0,0,
Ronnie Williams,Cardinals,STL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828702,0,0,
Trey Killian,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa827345,0,0,
Eder Llamas,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa509457,0,0,
Luis De Los Santos,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa873752,0,0,
Jarrett Miller,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599218,0,0,
Seth Mcgarry,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa857614,0,0,
Ben Carlson,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa739009,0,0,
Patrick Kaminska,Rangers,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa830286,0,0,
Leonel Santiago,Rays,TBD,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa503641,0,0,
Kevin Mccanna,Astros,HOU,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658530,0,0,
Mario Mendoza,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa198436,0,0,
Jesus Carlos,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa914046,0,0,
Jade Todd,Tigers,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa454950,0,0,
Jordan Ovalles,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737081,0,0,
Dylan Baker,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,621173,sa658002,0,0,
Daniel Cordero,Braves,ATL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657244,0,0,
Rodrigo Takahashi,Diamondbacks,ARI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa830370,0,0,
Parker Bridwell,Orioles,BAL,AL,2,2,0,1,0,0,0,0,0,9,10,0,6,2,4,6,592170,11502,0,2,RP
Sergio Mora,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa509473,0,0,
Nick Valenza,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa598922,0,0,
Wyatt Strahan,Reds,CIN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599334,0,0,
Roman Rivas,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa595860,0,0,
Logan Longwith,Tigers,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875267,0,0,
Caleb Frare,Yankees,NYY,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658179,0,0,
Erick Algarin,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737062,0,0,
